# time vreg
6.931732933233308467e-04 1.500000000000000000e+00
6.961740435108777682e-04 1.500000000000000000e+00
6.991747936984245813e-04 1.500000000000000000e+00
7.021755438859715029e-04 1.500000000000000000e+00
7.051762940735184244e-04 1.500000000000000000e+00
7.081770442610652375e-04 1.500000000000000000e+00
7.111777944486121590e-04 1.500000000000000000e+00
7.141785446361590805e-04 1.500000000000000000e+00
7.171792948237058936e-04 1.500000000000000000e+00
7.201800450112528151e-04 1.500000000000000000e+00
7.231807951987997366e-04 1.500000000000000000e+00
7.261815453863465497e-04 1.500000000000000000e+00
7.291822955738934712e-04 1.500000000000000000e+00
7.321830457614403927e-04 1.500000000000000000e+00
7.351837959489873143e-04 1.500000000000000000e+00
7.381845461365341273e-04 1.500000000000000000e+00
7.411852963240810489e-04 1.500000000000000000e+00
7.441860465116279704e-04 1.500000000000000000e+00
7.471867966991747835e-04 1.500000000000000000e+00
7.501875468867217050e-04 1.500000000000000000e+00
7.531882970742686265e-04 1.500000000000000000e+00
7.561890472618154396e-04 1.500000000000000000e+00
7.591897974493623611e-04 1.500000000000000000e+00
7.621905476369092826e-04 1.500000000000000000e+00
7.651912978244560957e-04 1.500000000000000000e+00
7.681920480120030172e-04 1.500000000000000000e+00
7.711927981995499387e-04 1.500000000000000000e+00
7.741935483870967518e-04 1.500000000000000000e+00
7.771942985746436734e-04 1.500000000000000000e+00
7.801950487621905949e-04 1.500000000000000000e+00
7.831957989497374080e-04 1.500000000000000000e+00
7.861965491372843295e-04 1.500000000000000000e+00
7.891972993248312510e-04 1.500000000000000000e+00
7.921980495123780641e-04 1.500000000000000000e+00
7.951987996999249856e-04 1.500000000000000000e+00
7.981995498874719071e-04 1.500000000000000000e+00
8.012003000750187202e-04 1.500000000000000000e+00
8.042010502625656417e-04 1.500000000000000000e+00
8.072018004501125632e-04 1.500000000000000000e+00
8.102025506376594848e-04 1.500000000000000000e+00
8.132033008252062978e-04 1.500000000000000000e+00
8.162040510127532194e-04 1.500000000000000000e+00
8.192048012003001409e-04 1.500000000000000000e+00
8.222055513878469540e-04 1.500000000000000000e+00
8.252063015753938755e-04 1.500000000000000000e+00
8.282070517629407970e-04 1.500000000000000000e+00
8.312078019504876101e-04 1.500000000000000000e+00
8.342085521380345316e-04 1.500000000000000000e+00
8.372093023255814531e-04 1.500000000000000000e+00
8.402100525131282662e-04 1.500000000000000000e+00
8.432108027006751877e-04 1.500000000000000000e+00
8.462115528882221092e-04 1.500000000000000000e+00
8.492123030757689223e-04 1.500000000000000000e+00
8.522130532633158439e-04 1.500000000000000000e+00
8.552138034508627654e-04 1.500000000000000000e+00
8.582145536384095785e-04 1.500000000000000000e+00
8.612153038259565000e-04 1.500000000000000000e+00
8.642160540135034215e-04 1.500000000000000000e+00
8.672168042010502346e-04 1.500000000000000000e+00
8.702175543885971561e-04 1.500000000000000000e+00
8.732183045761440776e-04 1.500000000000000000e+00
8.762190547636908907e-04 1.500000000000000000e+00
8.792198049512378122e-04 1.500000000000000000e+00
8.822205551387847337e-04 1.500000000000000000e+00
8.852213053263316552e-04 1.500000000000000000e+00
8.882220555138784683e-04 1.500000000000000000e+00
8.912228057014253899e-04 1.500000000000000000e+00
8.942235558889723114e-04 1.500000000000000000e+00
8.972243060765191245e-04 1.500000000000000000e+00
9.002250562640660460e-04 1.500000000000000000e+00
9.032258064516129675e-04 1.500000000000000000e+00
9.062265566391597806e-04 1.500000000000000000e+00
9.092273068267067021e-04 1.500000000000000000e+00
9.122280570142536236e-04 1.500000000000000000e+00
9.152288072018004367e-04 1.500000000000000000e+00
9.182295573893473582e-04 1.500000000000000000e+00
9.212303075768942797e-04 1.500000000000000000e+00
9.242310577644410928e-04 1.500000000000000000e+00
9.272318079519880143e-04 1.500000000000000000e+00
9.302325581395349359e-04 1.500000000000000000e+00
9.332333083270817490e-04 1.500000000000000000e+00
9.362340585146286705e-04 1.500000000000000000e+00
9.392348087021755920e-04 1.500000000000000000e+00
9.422355588897224051e-04 1.500000000000000000e+00
9.452363090772693266e-04 1.500000000000000000e+00
9.482370592648162481e-04 1.500000000000000000e+00
9.512378094523630612e-04 1.500000000000000000e+00
9.542385596399099827e-04 1.500000000000000000e+00
9.572393098274569042e-04 1.500000000000000000e+00
9.602400600150038257e-04 1.500000000000000000e+00
9.632408102025506388e-04 1.500000000000000000e+00
9.662415603900975604e-04 1.500000000000000000e+00
9.692423105776444819e-04 1.500000000000000000e+00
9.722430607651912950e-04 1.500000000000000000e+00
9.752438109527382165e-04 1.500000000000000000e+00
9.782445611402851380e-04 1.500000000000000000e+00
9.812453113278319511e-04 1.500000000000000000e+00
9.842460615153787642e-04 1.500000000000000000e+00
9.872468117029257941e-04 1.500000000000000000e+00
9.902475618904726072e-04 1.500000000000000000e+00
9.932483120780194203e-04 1.500000000000000000e+00
9.962490622655664502e-04 1.500000000000000000e+00
9.992498124531132633e-04 1.500000000000000000e+00
1.002250562640660293e-03 1.500000000000000000e+00
1.005251312828207106e-03 1.500000000000000000e+00
1.008252063015753919e-03 1.500000000000000000e+00
1.011252813203300949e-03 1.500000000000000000e+00
1.014253563390847762e-03 1.500000000000000000e+00
1.017254313578394576e-03 1.500000000000000000e+00
1.020255063765941606e-03 1.500000000000000000e+00
1.023255813953488419e-03 1.500000000000000000e+00
1.026256564141035232e-03 1.500000000000000000e+00
1.029257314328582262e-03 1.500000000000000000e+00
1.032258064516129075e-03 1.500000000000000000e+00
1.035258814703675888e-03 1.500000000000000000e+00
1.038259564891222918e-03 1.500000000000000000e+00
1.041260315078769731e-03 1.500000000000000000e+00
1.044261065266316544e-03 1.500000000000000000e+00
1.047261815453863574e-03 1.500000000000000000e+00
1.050262565641410387e-03 1.500000000000000000e+00
1.053263315828957200e-03 1.500000000000000000e+00
1.056264066016504230e-03 1.500000000000000000e+00
1.059264816204051043e-03 1.500000000000000000e+00
1.062265566391597856e-03 1.500000000000000000e+00
1.065266316579144886e-03 1.500000000000000000e+00
1.068267066766691699e-03 1.500000000000000000e+00
1.071267816954238512e-03 1.500000000000000000e+00
1.074268567141785542e-03 1.500000000000000000e+00
1.077269317329332355e-03 1.500000000000000000e+00
1.080270067516879168e-03 1.500000000000000000e+00
1.083270817704426198e-03 1.500000000000000000e+00
1.086271567891973011e-03 1.500000000000000000e+00
1.089272318079519825e-03 1.500000000000000000e+00
1.092273068267066854e-03 1.500000000000000000e+00
1.095273818454613668e-03 1.500000000000000000e+00
1.098274568642160481e-03 1.500000000000000000e+00
1.101275318829707511e-03 1.500000000000000000e+00
1.104276069017254324e-03 1.500000000000000000e+00
1.107276819204801137e-03 1.500000000000000000e+00
1.110277569392348167e-03 1.500000000000000000e+00
1.113278319579894980e-03 1.500000000000000000e+00
1.116279069767441793e-03 1.500000000000000000e+00
1.119279819954988823e-03 1.500000000000000000e+00
1.122280570142535636e-03 1.500000000000000000e+00
1.125281320330082449e-03 1.500000000000000000e+00
1.128282070517629479e-03 1.500000000000000000e+00
1.131282820705176292e-03 1.500000000000000000e+00
1.134283570892723105e-03 1.500000000000000000e+00
1.137284321080270135e-03 1.500000000000000000e+00
1.140285071267816948e-03 1.500000000000000000e+00
1.143285821455363761e-03 1.500000000000000000e+00
1.146286571642910791e-03 1.500000000000000000e+00
1.149287321830457604e-03 1.500000000000000000e+00
1.152288072018004417e-03 1.500000000000000000e+00
1.155288822205551447e-03 1.500000000000000000e+00
1.158289572393098260e-03 1.500000000000000000e+00
1.161290322580645290e-03 1.500000000000000000e+00
1.164291072768192103e-03 1.500000000000000000e+00
1.167291822955738917e-03 1.500000000000000000e+00
1.170292573143285947e-03 1.500000000000000000e+00
1.173293323330832760e-03 1.500000000000000000e+00
1.176294073518379573e-03 1.500000000000000000e+00
1.179294823705926603e-03 1.500000000000000000e+00
1.182295573893473416e-03 1.500000000000000000e+00
1.185296324081020229e-03 1.500000000000000000e+00
1.188297074268567259e-03 1.500000000000000000e+00
1.191297824456114072e-03 1.500000000000000000e+00
1.194298574643660885e-03 1.500000000000000000e+00
1.197299324831207915e-03 1.500000000000000000e+00
1.200300075018754728e-03 1.500000000000000000e+00
1.203300825206301541e-03 1.500000000000000000e+00
1.206301575393848571e-03 1.500000000000000000e+00
1.209302325581395384e-03 1.500000000000000000e+00
1.212303075768942197e-03 1.500000000000000000e+00
1.215303825956489227e-03 1.500000000000000000e+00
1.218304576144036040e-03 1.500000000000000000e+00
1.221305326331582853e-03 1.500000000000000000e+00
1.224306076519129883e-03 1.500000000000000000e+00
1.227306826706676696e-03 1.500000000000000000e+00
1.230307576894223509e-03 1.500000000000000000e+00
1.233308327081770539e-03 1.500000000000000000e+00
1.236309077269317352e-03 1.500000000000000000e+00
1.239309827456864166e-03 1.500000000000000000e+00
1.242310577644411195e-03 1.500000000000000000e+00
1.245311327831958009e-03 1.500000000000000000e+00
1.248312078019504822e-03 1.500000000000000000e+00
1.251312828207051852e-03 1.500000000000000000e+00
1.254313578394598665e-03 1.500000000000000000e+00
1.257314328582145478e-03 1.500000000000000000e+00
1.260315078769692508e-03 1.500000000000000000e+00
1.263315828957239321e-03 1.500000000000000000e+00
1.266316579144786134e-03 1.500000000000000000e+00
1.269317329332333164e-03 1.500000000000000000e+00
1.272318079519879977e-03 1.500000000000000000e+00
1.275318829707426790e-03 1.500000000000000000e+00
1.278319579894973820e-03 1.500000000000000000e+00
1.281320330082520633e-03 1.500000000000000000e+00
1.284321080270067446e-03 1.500000000000000000e+00
1.287321830457614476e-03 1.500000000000000000e+00
1.290322580645161289e-03 1.500000000000000000e+00
1.293323330832708102e-03 1.500000000000000000e+00
1.296324081020255132e-03 1.500000000000000000e+00
1.299324831207801945e-03 1.500000000000000000e+00
1.302325581395348758e-03 1.500000000000000000e+00
1.305326331582895788e-03 1.500000000000000000e+00
1.308327081770442601e-03 1.500000000000000000e+00
1.311327831957989631e-03 1.500000000000000000e+00
1.314328582145536444e-03 1.500000000000000000e+00
1.317329332333083258e-03 1.500000000000000000e+00
1.320330082520630288e-03 1.500000000000000000e+00
1.323330832708177101e-03 1.500000000000000000e+00
1.326331582895723914e-03 1.500000000000000000e+00
1.329332333083270944e-03 1.500000000000000000e+00
1.332333083270817757e-03 1.500000000000000000e+00
1.335333833458364570e-03 1.500000000000000000e+00
1.338334583645911600e-03 1.500000000000000000e+00
1.341335333833458413e-03 1.500000000000000000e+00
1.344336084021005226e-03 1.500000000000000000e+00
1.347336834208552256e-03 1.500000000000000000e+00
1.350337584396099069e-03 1.500000000000000000e+00
1.353338334583645882e-03 1.500000000000000000e+00
1.356339084771192912e-03 1.500000000000000000e+00
1.359339834958739725e-03 1.500000000000000000e+00
1.362340585146286538e-03 1.500000000000000000e+00
1.365341335333833568e-03 1.500000000000000000e+00
1.368342085521380381e-03 1.500000000000000000e+00
1.371342835708927194e-03 1.500000000000000000e+00
1.374343585896474224e-03 1.500000000000000000e+00
1.377344336084021037e-03 1.500000000000000000e+00
1.380345086271567850e-03 1.500000000000000000e+00
1.383345836459114880e-03 1.500000000000000000e+00
1.386346586646661693e-03 1.500000000000000000e+00
1.389347336834208507e-03 1.500000000000000000e+00
1.392348087021755536e-03 1.500000000000000000e+00
1.395348837209302350e-03 1.500000000000000000e+00
1.398349587396849163e-03 1.500000000000000000e+00
1.401350337584396193e-03 1.500000000000000000e+00
1.404351087771943006e-03 1.500000000000000000e+00
1.407351837959489819e-03 1.500000000000000000e+00
1.410352588147036849e-03 1.500000000000000000e+00
1.413353338334583662e-03 1.500000000000000000e+00
1.416354088522130475e-03 1.500000000000000000e+00
1.419354838709677505e-03 1.500000000000000000e+00
1.422355588897224318e-03 1.500000000000000000e+00
1.425356339084771131e-03 1.500000000000000000e+00
1.428357089272318161e-03 1.500000000000000000e+00
1.431357839459864974e-03 1.500000000000000000e+00
1.434358589647411787e-03 1.500000000000000000e+00
1.437359339834958817e-03 1.500000000000000000e+00
1.440360090022505630e-03 1.500000000000000000e+00
1.443360840210052443e-03 1.500000000000000000e+00
1.446361590397599473e-03 1.500000000000000000e+00
1.449362340585146286e-03 1.500000000000000000e+00
1.452363090772693099e-03 1.500000000000000000e+00
1.455363840960240129e-03 1.500000000000000000e+00
1.458364591147786942e-03 1.500000000000000000e+00
1.461365341335333972e-03 1.500000000000000000e+00
1.464366091522880785e-03 1.500000000000000000e+00
1.467366841710427599e-03 1.500000000000000000e+00
1.470367591897974629e-03 1.500000000000000000e+00
1.473368342085521442e-03 1.500000000000000000e+00
1.476369092273068255e-03 1.500000000000000000e+00
1.479369842460615285e-03 1.500000000000000000e+00
1.482370592648162098e-03 1.500000000000000000e+00
1.485371342835708911e-03 1.500000000000000000e+00
1.488372093023255941e-03 1.500000000000000000e+00
1.491372843210802754e-03 1.500000000000000000e+00
1.494373593398349567e-03 1.500000000000000000e+00
1.497374343585896597e-03 1.500000000000000000e+00
1.500375093773443410e-03 1.500000000000000000e+00
1.503375843960990223e-03 1.500000000000000000e+00
1.506376594148537253e-03 1.500000000000000000e+00
1.509377344336084066e-03 1.500000000000000000e+00
1.512378094523630879e-03 1.500000000000000000e+00
1.515378844711177909e-03 1.500000000000000000e+00
1.518379594898724722e-03 1.500000000000000000e+00
1.521380345086271535e-03 1.500000000000000000e+00
1.524381095273818565e-03 1.500000000000000000e+00
1.527381845461365378e-03 1.500000000000000000e+00
1.530382595648912191e-03 1.500000000000000000e+00
1.533383345836459221e-03 1.500000000000000000e+00
1.536384096024006034e-03 1.500000000000000000e+00
1.539384846211552848e-03 1.500000000000000000e+00
1.542385596399099877e-03 1.500000000000000000e+00
1.545386346586646691e-03 1.500000000000000000e+00
1.548387096774193504e-03 1.500000000000000000e+00
1.551387846961740534e-03 1.500000000000000000e+00
1.554388597149287347e-03 1.500000000000000000e+00
1.557389347336834160e-03 1.500000000000000000e+00
1.560390097524381190e-03 1.500000000000000000e+00
1.563390847711928003e-03 1.500000000000000000e+00
1.566391597899474816e-03 1.500000000000000000e+00
1.569392348087021846e-03 1.500000000000000000e+00
1.572393098274568659e-03 1.500000000000000000e+00
1.575393848462115472e-03 1.500000000000000000e+00
1.578394598649662502e-03 1.500000000000000000e+00
1.581395348837209315e-03 1.500000000000000000e+00
1.584396099024756128e-03 1.500000000000000000e+00
1.587396849212303158e-03 1.500000000000000000e+00
1.590397599399849971e-03 1.500000000000000000e+00
1.593398349587396784e-03 1.500000000000000000e+00
1.596399099774943814e-03 1.500000000000000000e+00
1.599399849962490627e-03 1.500000000000000000e+00
1.602400600150037440e-03 1.500000000000000000e+00
1.605401350337584470e-03 1.500000000000000000e+00
1.608402100525131283e-03 1.500000000000000000e+00
1.611402850712678097e-03 1.500000000000000000e+00
1.614403600900225126e-03 1.500000000000000000e+00
1.617404351087771940e-03 1.500000000000000000e+00
1.620405101275318970e-03 1.500000000000000000e+00
1.623405851462865783e-03 1.500000000000000000e+00
1.626406601650412596e-03 1.500000000000000000e+00
1.629407351837959626e-03 1.500000000000000000e+00
1.632408102025506439e-03 1.500000000000000000e+00
1.635408852213053252e-03 1.500000000000000000e+00
1.638409602400600282e-03 1.500000000000000000e+00
1.641410352588147095e-03 1.500000000000000000e+00
1.644411102775693908e-03 1.500000000000000000e+00
1.647411852963240938e-03 1.500000000000000000e+00
1.650412603150787751e-03 1.500000000000000000e+00
1.653413353338334564e-03 1.500000000000000000e+00
1.656414103525881594e-03 1.500000000000000000e+00
1.659414853713428407e-03 1.500000000000000000e+00
1.662415603900975220e-03 1.500000000000000000e+00
1.665416354088522250e-03 1.500000000000000000e+00
1.668417104276069063e-03 1.500000000000000000e+00
1.671417854463615876e-03 1.500000000000000000e+00
1.674418604651162906e-03 1.500000000000000000e+00
1.677419354838709719e-03 1.500000000000000000e+00
1.680420105026256532e-03 1.500000000000000000e+00
1.683420855213803562e-03 1.500000000000000000e+00
1.686421605401350375e-03 1.500000000000000000e+00
1.689422355588897189e-03 1.500000000000000000e+00
1.692423105776444218e-03 1.500000000000000000e+00
1.695423855963991032e-03 1.500000000000000000e+00
1.698424606151537845e-03 1.500000000000000000e+00
1.701425356339084875e-03 1.500000000000000000e+00
1.704426106526631688e-03 1.500000000000000000e+00
1.707426856714178501e-03 1.500000000000000000e+00
1.710427606901725531e-03 1.500000000000000000e+00
1.713428357089272344e-03 1.500000000000000000e+00
1.716429107276819157e-03 1.500000000000000000e+00
1.719429857464366187e-03 1.500000000000000000e+00
1.722430607651913000e-03 1.500000000000000000e+00
1.725431357839459813e-03 1.500000000000000000e+00
1.728432108027006843e-03 1.500000000000000000e+00
1.731432858214553656e-03 1.500000000000000000e+00
1.734433608402100469e-03 1.500000000000000000e+00
1.737434358589647499e-03 1.500000000000000000e+00
1.740435108777194312e-03 1.500000000000000000e+00
1.743435858964741125e-03 1.500000000000000000e+00
